,Wish You Were Here by Pink Floyd,A-Punk by Vampire Weekend,I'm a Mess by Bebe Rexha,Fight Song by Rachel Platten,Good as Hell by Lizzo,Lemon by N.E.R.D
Dile la Verdad by The Rudeboyz,0.9539767045657598,0.9438959981636253,0.9594895787165039,0.9373521832491146,0.9446633121750508,0.9448333809624041
"All Things (From ""Queer Eye"") by Betty Who",0.9639112462352745,0.9530823303491152,0.9693370850029186,0.9377712216614034,0.9573153130291039,0.9549784225566916
Goodbye Nola by Orgone,0.9564830112495816,0.9505590232559455,0.9591483076878177,0.9353018655251787,0.9460737662981902,0.9408513438420267
I Smell a Massacre by Butcher Babies,0.955616576593492,0.9546724346349137,0.9596049598906546,0.9481286500212154,0.9491481412549749,0.9411043024369008
I Knew You When by Marianas Trench,0.963131730547639,0.9541290589057846,0.9716547570860807,0.9460614805457837,0.9528560057822817,0.9581083719230876
Skeletons by New Years Day,0.9670022162920415,0.9604066132261495,0.9740660933493975,0.9507961046004311,0.9594378639895151,0.9594040804695876
Through It All by From Ashes to New,0.9591059350123678,0.9518277328553381,0.9696332215308157,0.946653581228317,0.9566132036661303,0.9589003432640979
Romantic Rights by Death From Above 1979,0.9589086848132329,0.953686884852208,0.967261775425865,0.9430108885915047,0.9511227876973064,0.9543239335369184
All For What by Jake Shears,0.9663104044513344,0.95539900757462,0.9629785874845269,0.9412928498244008,0.9534380685596564,0.9450602074180832
The Number Song by Logan Paul,0.9495501865233522,0.941761499783301,0.9610215833679154,0.9380603069764887,0.9458888994372789,0.9512720494971664
You're the Top by Sutton Foster,0.9522482698348028,0.944618183835372,0.9513151221636187,0.9324421191405354,0.9410536415638202,0.9328915456490583
New Rage by Afterlife,0.9632354340600942,0.9582320261633073,0.9678375055211663,0.94521373821137,0.9554660796354364,0.9530450503112446
Round And Round by Ariel Pink,0.9519502620996935,0.9492826000914522,0.948112941990038,0.944727223999857,0.9301075092577531,0.9255191596013761
Never Swim Alone by Death From Above 1979,0.9588034335395377,0.9534331680812864,0.9644889888717842,0.9481185680181234,0.953111444549823,0.949581449871524
immortal - Snakehips Remix by Elley Duhé,0.9539081716319069,0.9457732035667294,0.9629006079950776,0.946235942486955,0.9490353108800622,0.9503852057763142
Virus://Vibrance by Vein,0.9603180426860116,0.9585182099382449,0.965202877425158,0.951257022582132,0.9534184425152399,0.9492827247530355
Unnecessary Trouble (feat. Kandi) by Demetria McKinney,0.9559537349541782,0.9478310677237792,0.9644407040751484,0.9403718581638512,0.9530821562752579,0.9525055062365778
Te Boté by Darell,0.9553645592750761,0.9500418563633086,0.9608846164959748,0.9372914697709342,0.9459683506414367,0.9455970310373796
Não Me Deixe Sozinho by Nego do Borel,0.9602257373810941,0.9487773680788474,0.9670298790038954,0.9429530089825585,0.9512885309396887,0.9562455401071033
Artificial Light by Typhoon,0.9480434909315052,0.9492070176845172,0.9493760912129567,0.9601971737540108,0.925118653975491,0.926341840829063
Opening Up by Jessie Mueller,0.9604553077925393,0.9553655423683405,0.9638030425011864,0.9434313412361555,0.9463414824323564,0.944005882956974
Sleepwalking - Live Session by This Wild Life,0.9536639853861105,0.9443074500110672,0.9522777104452312,0.925318651340304,0.9399916185728062,0.9351432928357989
All The Way Up by Fat Joe,0.9569879170588664,0.9484755893127474,0.9661621055619696,0.9398575231764537,0.9511396641001311,0.9524328363144897
